Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
377,Zeraora,DRI,78,Basic Pokémon,n/a,n/a,n/a,100,{L},{F},n/a,1,Thunder Raid,{L}{L}{L},n/a,"Discard all Energy from this Pokémon, and this attack does 210 damage to 1 of your opponent’s Benched Pokémon {ex}. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
378,Ethan's Sudowoodo,DRI,93,Basic Pokémon,n/a,Trainer's Pokémon（Ethan）,n/a,110,{F},{G},n/a,1,Impound,{F},20,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
378,Ethan's Sudowoodo,DRI,93,Basic Pokémon,n/a,Trainer's Pokémon（Ethan）,n/a,110,{F},{G},n/a,1,Try to Imitate,●●,n/a,"Flip a coin. If heads, choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack."
379,Cynthia's Gible,DRI,102,Basic Pokémon,n/a,Trainer's Pokémon（Cynthia）,n/a,70,{F},{G},n/a,1,Rock Hurl,{F},20,This attack’s damage isn’t affected by Resistance.
380,Cynthia's Gabite,DRI,103,Stage 1 Pokémon,n/a,Trainer's Pokémon（Cynthia）,Cynthia's Gible,100,{F},{G},n/a,1,[Ability] Champion’s Call,n/a,n/a,"Once during your turn, you may search your deck for a Cynthia’s Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
380,Cynthia's Gabite,DRI,103,Stage 1 Pokémon,n/a,Trainer's Pokémon（Cynthia）,Cynthia's Gible,100,{F},{G},n/a,1,Dragonslice,{F},40,n/a
381,Cynthia's Garchomp ex,DRI,104,Stage 2 Pokémon,Pokémon ex,Trainer's Pokémon（Cynthia）,Cynthia's Gabite,330,{F},{G},n/a,n/a,Corkscrew Dive,{F},100,You may draw cards until you have 6 cards in your hand.
381,Cynthia's Garchomp ex,DRI,104,Stage 2 Pokémon,Pokémon ex,Trainer's Pokémon（Cynthia）,Cynthia's Gabite,330,{F},{G},n/a,n/a,Draconic Buster,{F}{F},260,Discard all Energy from this Pokémon.
382,Mudbray,DRI,107,Basic Pokémon,n/a,n/a,n/a,90,{F},{G},n/a,3,Running Charge,{F}●,40×,Flip a coin until you get tails. This attack does 40 damage for each heads.
383,Mudsdale,DRI,108,Stage 1 Pokémon,n/a,n/a,Mudbray,150,{F},{G},n/a,3,[Ability] Mud Coat,n/a,n/a,This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).
383,Mudsdale,DRI,108,Stage 1 Pokémon,n/a,n/a,Mudbray,150,{F},{G},n/a,3,Heavy Impact,{F}{F}●,130,n/a
384,Arven's Toedscool,DRI,109,Basic Pokémon,n/a,Trainer's Pokémon（Arven）,n/a,70,{F},{G},n/a,1,Slight Intrusion,●,30,This Pokémon also does 10 damage to itself.
385,Arven's Toedscruel,DRI,110,Stage 1 Pokémon,n/a,Trainer's Pokémon（Arven）,Arven's Toedscool,140,{F},{G},n/a,2,Pull,●,n/a,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.
385,Arven's Toedscruel,DRI,110,Stage 1 Pokémon,n/a,Trainer's Pokémon（Arven）,Arven's Toedscool,140,{F},{G},n/a,2,Reckless Charge,●●●,120,This Pokémon also does 30 damage to itself.
386,Cornerstone Mask Ogerpon,DRI,111,Basic Pokémon,n/a,n/a,n/a,110,{F},{G},n/a,1,Rock Kagura,●,n/a,"Search your deck for a Basic {F} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck."
386,Cornerstone Mask Ogerpon,DRI,111,Basic Pokémon,n/a,n/a,n/a,110,{F},{G},n/a,1,Mountain Ramming,{F}{F}●,100,Discard the top card of your opponent’s deck.
387,Cynthia's Spiritomb,DRI,129,Basic Pokémon,n/a,Trainer's Pokémon（Cynthia）,n/a,70,{D},{G},n/a,1,Raging Curse,●,10×,This attack does 10 damage for each damage counter on all of your Benched Cynthia’s Pokémon. This attack’s damage isn’t affected by Weakness.
388,Arven's Maschiff,DRI,138,Basic Pokémon,n/a,Trainer's Pokémon（Arven）,n/a,70,{D},{G},n/a,2,Stampede,●,10,n/a
388,Arven's Maschiff,DRI,138,Basic Pokémon,n/a,Trainer's Pokémon（Arven）,n/a,70,{D},{G},n/a,2,Confront,●●●,50,n/a
389,Arven's Mabosstiff ex,DRI,139,Stage 1 Pokémon,Pokémon ex,Trainer's Pokémon（Arven）,Arven's Maschiff,270,{D},{G},n/a,3,Vigorous Tackle,●,30,"If this Pokémon has no damage counters on it, this attack does 120 more damage."
389,Arven's Mabosstiff ex,DRI,139,Stage 1 Pokémon,Pokémon ex,Trainer's Pokémon（Arven）,Arven's Maschiff,270,{D},{G},n/a,3,Boss Headbutt,●●●,210,"During your next turn, this Pokémon can’t use Boss Headbutt."
390,Tauros,DRI,152,Basic Pokémon,n/a,n/a,n/a,130,{C},{F},n/a,2,Horn Attack,●,30,n/a
390,Tauros,DRI,152,Basic Pokémon,n/a,n/a,n/a,130,{C},{F},n/a,2,Clean Hit,●●,50,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 50 more damage."
391,Arven's Skwovet,DRI,158,Basic Pokémon,n/a,Trainer's Pokémon（Arven）,n/a,60,{C},{F},n/a,1,Gnaw Through,●,10,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon."
392,Arven's Greedent,DRI,159,Stage 1 Pokémon,n/a,Trainer's Pokémon（Arven）,Arven's Skwovet,120,{C},{F},n/a,2,[Ability] Greedy Order,n/a,n/a,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put up to 2 Arven’s Sandwich cards from your discard pile into your hand."
392,Arven's Greedent,DRI,159,Stage 1 Pokémon,n/a,Trainer's Pokémon（Arven）,Arven's Skwovet,120,{C},{F},n/a,2,Rolling Tackle,●●,50,n/a
393,Pineco,DRI,4,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,2,Hang Down,●,10,n/a
394,Shroomish,DRI,5,Basic Pokémon,n/a,n/a,n/a,60,{G},{R},n/a,1,Rolling Tackle,●●,30,n/a
395,Breloom,DRI,6,Stage 1 Pokémon,n/a,n/a,Shroomish,120,{G},{R},n/a,2,Damage Rush,●●,30,Flip a coin until you get tails. This attack does 50 more damage for each heads.
395,Breloom,DRI,6,Stage 1 Pokémon,n/a,n/a,Shroomish,120,{G},{R},n/a,2,Mega Drain,{G}●●,90,Heal 30 damage from this Pokémon.
396,Mow Rotom,DRI,9,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Trimming Mower,{G},20,Discard a Stadium in play.
396,Mow Rotom,DRI,9,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Gadget Show,●●,30×,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.
397,Fomantis,DRI,13,Basic Pokémon,n/a,n/a,n/a,60,{G},{R},n/a,1,Cut Up,{G},20,n/a
398,Lurantis,DRI,14,Stage 1 Pokémon,n/a,n/a,Fomantis,120,{G},{R},n/a,1,Razor Leaf,●,30,n/a
398,Lurantis,DRI,14,Stage 1 Pokémon,n/a,n/a,Fomantis,120,{G},{R},n/a,1,Petal Blade Dance,{G},130,"Discard 2 Basic {G} Energy cards from your hand. If you can’t discard 2 cards in this way, this attack does nothing."
399,Team Rocket's Blipbug,DRI,15,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,60,{G},{R},n/a,1,Searching Eyes,●,n/a,Look at 1 of your opponent’s face-down Prize cards.
400,Team Rocket's Tarountula,DRI,19,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,50,{G},{R},n/a,1,Take Down,{G},30,This Pokémon also does 10 damage to itself.
401,Team Rocket's Spidops,DRI,20,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Tarountula,130,{G},{R},n/a,2,[Ability] Charging Up,n/a,n/a,"Once during your turn, you may attach a Basic Energy card from your discard pile to this Pokémon."
401,Team Rocket's Spidops,DRI,20,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Tarountula,130,{G},{R},n/a,2,Rocket Rush,{G}●,30×,This attack does 30 damage for each of your Team Rocket’s Pokémon in play.
402,Smoliv,DRI,21,Basic Pokémon,n/a,n/a,n/a,60,{G},{R},n/a,1,Ram,●,10,n/a
403,Dolliv,DRI,22,Stage 1 Pokémon,n/a,n/a,Smoliv,90,{G},{R},n/a,1,Nutrients,{G},n/a,Heal 40 damage from 1 of your Pokémon.
403,Dolliv,DRI,22,Stage 1 Pokémon,n/a,n/a,Smoliv,90,{G},{R},n/a,1,Tackle,●●,40,n/a
404,Arboliva ex,DRI,23,Stage 2 Pokémon,Pokémon ex,n/a,Dolliv,310,{G},{R},n/a,2,Oil Salvo,{G},n/a,"Choose 1 of your opponent’s Pokémon 6 times. (You can choose the same Pokémon more than once.) For each time you chose a Pokémon, do 20 damage to it. This damage isn’t affected by Weakness or Resistance."
404,Arboliva ex,DRI,23,Stage 2 Pokémon,Pokémon ex,n/a,Dolliv,310,{G},{R},n/a,2,Aroma Shot,●●●,160,This Pokémon recovers from all Special Conditions.
405,Growlithe,DRI,27,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,Live Coal,{R},10,n/a
405,Growlithe,DRI,27,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,Dig Claws,●●,20,n/a
406,Arcanine,DRI,28,Stage 1 Pokémon,n/a,n/a,Growlithe,140,{R},{W},n/a,3,Flare,●●,50,n/a
406,Arcanine,DRI,28,Stage 1 Pokémon,n/a,n/a,Growlithe,140,{R},{W},n/a,3,Punishing Fang,{R}●●,100,"If your opponent’s Active Pokémon is a {D} Pokémon, this attack does 100 more damage."
407,Team Rocket's Moltres ex,DRI,31,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Team Rocket）,n/a,220,{R},{L},{F},2,Flame Screen,{R}●●,110,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
407,Team Rocket's Moltres ex,DRI,31,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Team Rocket）,n/a,220,{R},{L},{F},2,Evil Incineration,{R}●●●,n/a,"Discard a Team Rocket’s Energy from this Pokémon. If you do, discard your opponent’s Active Pokémon and all attached cards."
408,Team Rocket's Houndour,DRI,37,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,70,{R},{W},n/a,1,Steady Firebreathing,{R},20,n/a
409,Team Rocket's Houndoom,DRI,38,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Houndour,130,{R},{W},n/a,2,Cruel Coal,{R},n/a,Your opponent’s Active Pokémon is now Burned and Confused.
409,Team Rocket's Houndoom,DRI,38,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Houndour,130,{R},{W},n/a,2,Scorching Fire,{R}●,120,Discard an Energy from this Pokémon.
410,Torchic,DRI,40,Basic Pokémon,n/a,n/a,n/a,70,{R},{W},n/a,1,Collect,●,n/a,Draw a card.
410,Torchic,DRI,40,Basic Pokémon,n/a,n/a,n/a,70,{R},{W},n/a,1,Combustion,{R},10,n/a
411,Combusken,DRI,41,Stage 1 Pokémon,n/a,n/a,Torchic,100,{R},{W},n/a,2,Combustion,●,20,n/a
411,Combusken,DRI,41,Stage 1 Pokémon,n/a,n/a,Torchic,100,{R},{W},n/a,2,Double Kick,{R}●,40×,Flip 2 coins. This attack does 40 damage for each heads.
412,Blaziken,DRI,42,Stage 2 Pokémon,n/a,n/a,Combusken,170,{R},{W},n/a,2,Heat Blast,●●,70,n/a
412,Blaziken,DRI,42,Stage 2 Pokémon,n/a,n/a,Combusken,170,{R},{W},n/a,2,Inferno Kick Flurry,{R}{R}●,120,Discard 2 Energy from this Pokémon. This attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
413,Heat Rotom,DRI,43,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,Singe,{R},n/a,Your opponent’s Active Pokémon is now Burned.
413,Heat Rotom,DRI,43,Basic Pokémon,n/a,n/a,n/a,80,{R},{W},n/a,2,Gadget Show,●●,30×,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.
414,Team Rocket's Articuno,DRI,51,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,120,{W},{L},{F},1,[Ability] Repelling Veil,n/a,n/a,Prevent all effects of attacks used by your opponent’s Pokémon done to your Basic Team Rocket’s Pokémon. (Existing effects are not removed. Damage is not an effect.)
414,Team Rocket's Articuno,DRI,51,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,120,{W},{L},{F},1,Dark Frost,{W}●●,60,"If this Pokémon has any Team Rocket’s Energy attached, this attack does 60 more damage."
415,Clamperl,DRI,54,Basic Pokémon,n/a,n/a,n/a,60,{W},{L},n/a,2,Shell Press,{W},10,"During your opponent’s next turn, this Pokémon takes 10 less damage from attacks (after applying Weakness and Resistance)."
416,Huntail,DRI,55,Stage 1 Pokémon,n/a,n/a,Clamperl,110,{W},{L},n/a,1,[Ability] Diver’s Catch,n/a,n/a,"When 1 of your {W} Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon, you may put all Basic {W} Energy attached to that Pokémon into your hand instead of the discard pile."
416,Huntail,DRI,55,Stage 1 Pokémon,n/a,n/a,Clamperl,110,{W},{L},n/a,1,Wave Splash,{W}●●,80,n/a
417,Gorebyss,DRI,56,Stage 1 Pokémon,n/a,n/a,Clamperl,90,{W},{L},n/a,1,Crescendo Wave,{W},30×,"This attack does 30 damage for each {W} Energy attached to this Pokémon. Before doing damage, you may attach any number of Basic {W} Energy cards from your hand to this Pokémon."
418,Snover,DRI,59,Basic Pokémon,n/a,n/a,n/a,90,{W},{M},n/a,3,Light Punch,●●,20,n/a
418,Snover,DRI,59,Basic Pokémon,n/a,n/a,n/a,90,{W},{M},n/a,3,Icicle,{W}●●,50,n/a
419,Abomasnow,DRI,60,Stage 1 Pokémon,n/a,n/a,Snover,150,{W},{M},n/a,4,Lunge Out,●●●,90,n/a
419,Abomasnow,DRI,60,Stage 1 Pokémon,n/a,n/a,Snover,150,{W},{M},n/a,4,Frozen Wood,{W}{W}{W}●,120,"If this Pokémon has 2 or more {G} Energy attached, this attack does 120 more damage."
420,Wash Rotom,DRI,61,Basic Pokémon,n/a,n/a,n/a,80,{W},{L},n/a,2,Manual Wash,{W},20,Heal 10 damage from each of your Pokémon.
420,Wash Rotom,DRI,61,Basic Pokémon,n/a,n/a,n/a,80,{W},{L},n/a,2,Gadget Show,●●,30×,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.
421,Arrokuda,DRI,62,Basic Pokémon,n/a,n/a,n/a,70,{W},{L},n/a,1,Reckless Charge,{W},30,This Pokémon also does 10 damage to itself.
422,Barraskewda,DRI,63,Stage 1 Pokémon,n/a,n/a,Arrokuda,130,{W},{L},n/a,1,Sharp Fin,{W},40,n/a
422,Barraskewda,DRI,63,Stage 1 Pokémon,n/a,n/a,Arrokuda,130,{W},{L},n/a,1,Dive,{W}{W},60,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
423,Cetoddle,DRI,64,Basic Pokémon,n/a,n/a,n/a,100,{W},{M},n/a,3,Gentle Slap,{W}●,30,n/a
423,Cetoddle,DRI,64,Basic Pokémon,n/a,n/a,n/a,100,{W},{M},n/a,3,Frost Smash,{W}{W}{W}●,80,n/a
424,Cetitan ex,DRI,65,Stage 1 Pokémon,Pokémon ex,n/a,Cetoddle,300,{W},{M},n/a,4,[Ability] Snow Camouflage,n/a,n/a,"Whenever your opponent plays an Item or Supporter card from their hand, prevent all effects of that card done to this Pokémon."
424,Cetitan ex,DRI,65,Stage 1 Pokémon,Pokémon ex,n/a,Cetoddle,300,{W},{M},n/a,4,Crushing Press,{W}{W}{W}●,140,"You may discard a Stadium in play. If you do, this attack does 140 more damage."
425,Team Rocket's Zapdos,DRI,70,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,120,{L},{L},{F},1,Jamming Wing,●●,30,You may move an Energy from your opponent’s Active Pokémon to 1 of their Benched Pokémon.
425,Team Rocket's Zapdos,DRI,70,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,120,{L},{L},{F},1,Wicked Thunder,{L}●●,60,"If this Pokémon has any Team Rocket’s Energy attached, this attack does 60 more damage."
426,Team Rocket's Mareep,DRI,72,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,60,{L},{F},n/a,1,Procurement,●,n/a,"Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck."
426,Team Rocket's Mareep,DRI,72,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,60,{L},{F},n/a,1,Tiny Bolt,{L},10,n/a
427,Team Rocket's Flaaffy,DRI,73,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Mareep,90,{L},{F},n/a,2,Thunder Shock,{L}●,50,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
428,Team Rocket's Ampharos,DRI,74,Stage 2 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Flaaffy,140,{L},{F},n/a,2,[Ability] Darkest Impulse,n/a,n/a,"Whenever your opponent plays a Pokémon from their hand to evolve 1 of their Pokémon, put 4 damage counters on that Pokémon. The effect of Darkest Impulse doesn’t stack."
428,Team Rocket's Ampharos,DRI,74,Stage 2 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Flaaffy,140,{L},{F},n/a,2,Head Bolt,{L}●●,140,n/a
429,Team Rocket's Drowzee,DRI,79,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,80,{P},{D},{F},2,Hypnotic Ray,{P},10,Your opponent’s Active Pokémon is now Asleep.
430,Team Rocket's Hypno,DRI,80,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Drowzee,130,{P},{D},{F},2,Psyshot,{P},40,n/a
430,Team Rocket's Hypno,DRI,80,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Drowzee,130,{P},{D},{F},2,Bench Manipulation,{P}{P}{P},80×,Your opponent flips a coin for each of their Benched Pokémon. This attack does 80 damage to your opponent’s Active Pokémon for each tails. This attack’s damage isn’t affected by Weakness or Resistance.
431,Team Rocket's Mewtwo ex,DRI,81,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Team Rocket）,n/a,280,{P},{D},{F},3,[Ability] Power Saver,n/a,n/a,This Pokémon can’t attack unless you have 4 or more Team Rocket’s Pokémon in play.
431,Team Rocket's Mewtwo ex,DRI,81,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Team Rocket）,n/a,280,{P},{D},{F},3,Erasure Ball,{P}{P}●,160,You may discard up to 2 Energy from your Benched Pokémon. This attack does 60 more damage for each card you discarded in this way.
432,Team Rocket's Wobbuffet,DRI,82,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,110,{P},{D},{F},2,Rocket Mirror,{P}●,n/a,Move all damage counters from 1 of your Benched Team Rocket’s Pokémon to your opponent’s Active Pokémon.
432,Team Rocket's Wobbuffet,DRI,82,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,110,{P},{D},{F},2,Headbutt Bounce,{P}●●,70,n/a
433,Team Rocket's Chingling,DRI,85,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,30,{P},{D},{F},n/a,Chiming Commotion,No cost,n/a,Discard a random card from your opponent’s hand.
434,Team Rocket's Mimikyu,DRI,87,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,60,{P},{D},{F},n/a,Gemstone Mimicry,{P}●,n/a,Choose 1 of your opponent’s Active Tera Pokémon’s attacks and use it as this attack.
435,Team Rocket's Dottler,DRI,88,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Blipbug,80,{P},{D},{F},2,Disruptive Radar,●,n/a,Look at the top 5 cards of your opponent’s deck and put them back in any order.
435,Team Rocket's Dottler,DRI,88,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Blipbug,80,{P},{D},{F},2,Super Psy Bolt,{P}●,30,n/a
436,Team Rocket's Orbeetle,DRI,89,Stage 2 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Dottler,130,{P},{D},{F},2,[Ability] Rocket Brain,n/a,n/a,"As often as you like during your turn, you may move 1 damage counter from 1 of your Team Rocket’s Pokémon to another of your Pokémon."
436,Team Rocket's Orbeetle,DRI,89,Stage 2 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Dottler,130,{P},{D},{F},2,Psychic,{P}●●,40,This attack does 40 more damage for each Energy attached to your opponent’s Active Pokémon.
437,Mankey,DRI,90,Basic Pokémon,n/a,n/a,n/a,70,{F},{P},n/a,1,Wild Kick,{F},30,"Flip a coin. If tails, this attack does nothing."
438,Primeape,DRI,91,Stage 1 Pokémon,n/a,n/a,Mankey,110,{F},{P},n/a,2,Drag Off,{F},n/a,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot. This attack does 30 damage to the new Active Pokémon.
439,Annihilape,DRI,92,Stage 2 Pokémon,n/a,n/a,Primeape,150,{F},{P},n/a,2,[Ability] Lose Cool,n/a,n/a,"If this Pokémon has 2 or more damage counters on it, attacks used by this Pokémon do 120 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
439,Annihilape,DRI,92,Stage 2 Pokémon,n/a,n/a,Primeape,150,{F},{P},n/a,2,Impact Blow,{F}{F},160,"During your next turn, this Pokémon can’t use Impact Blow."
440,Team Rocket's Larvitar,DRI,94,Basic Pokémon,n/a,Trainer's Pokémon（Team Rocket）,n/a,70,{F},{G},n/a,1,Mountain Munch,●,10,Discard the top card of your opponent’s deck.
441,Team Rocket's Pupitar,DRI,95,Stage 1 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Larvitar,100,{F},{G},n/a,2,Explosive Ascension,●,30,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck."
442,Team Rocket's Tyranitar,DRI,96,Stage 2 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Pupitar,180,{F},{G},n/a,3,[Ability] Sand Stream,n/a,n/a,"During Pokémon Checkup, if this Pokémon is in the Active Spot, put 2 damage counters on each of your opponent’s Basic Pokémon."
442,Team Rocket's Tyranitar,DRI,96,Stage 2 Pokémon,n/a,Trainer's Pokémon（Team Rocket）,Team Rocket's Pupitar,180,{F},{G},n/a,3,Demolition Tackle,{F}●●●,180,Discard an Energy from your opponent’s Active Pokémon.
443,Nosepass,DRI,97,Basic Pokémon,n/a,n/a,n/a,80,{F},{G},n/a,3,Headbutt,{F},20,n/a
443,Nosepass,DRI,97,Basic Pokémon,n/a,n/a,n/a,80,{F},{G},n/a,3,Rock Throw,●●●,40,n/a
444,Probopass,DRI,98,Stage 1 Pokémon,n/a,n/a,Nosepass,140,{F},{G},n/a,3,Power Gem,{F},40,n/a
444,Probopass,DRI,98,Stage 1 Pokémon,n/a,n/a,Nosepass,140,{F},{G},n/a,3,Mountain Drop,●●●,70,"If a Stadium is in play, this attack does 70 more damage."
445,Meditite,DRI,99,Basic Pokémon,n/a,n/a,n/a,70,{F},{P},n/a,1,Steady Punch,{F},10,"Flip a coin. If heads, this attack does 20 more damage."
446,Medicham,DRI,100,Stage 1 Pokémon,n/a,n/a,Meditite,120,{F},{P},n/a,1,Harmonious Spirit Palm,{F},50,"If this Pokémon and your opponent’s Active Pokémon have the same amount of Energy attached, this attack does 120 more damage."
447,Regirock ex,DRI,101,Basic Pokémon,Pokémon ex,n/a,n/a,230,{F},{G},n/a,3,Regi Charge,●,n/a,Attach up to 2 Basic {F} Energy cards from your discard pile to this Pokémon.
447,Regirock ex,DRI,101,Basic Pokémon,Pokémon ex,n/a,n/a,230,{F},{G},n/a,3,Giant Rock,{F}●●●,140,"If your opponent’s Active Pokémon is a Stage 2 Pokémon, this attack does 140 more damage."
